
JLAB fadc pedestal measurement on host adcpcal5
----------------------------
Opening CRCSR Window (opened at [0xb6fc5000,0xb7fc5000])
Opening A32 Window (opened at [0xb6fb5000,0xb6fc5000])
Opening A32Blt Window (opened at [0xacfb5000,0xb6fb5000])
Opening A24 Window (opened at [0xabfb5000,0xacfb5000])
Opening A16 Window (opened at [0xabfa5000,0xabfb5000])
jlabgefMapTsi: Tempe Chip Userspace map successful
VME Bus Error IRQ Disabled
vmeBusCreateLockShm: vmeBus shared memory mutex initialized
Initialized FADC  0  Slot #  3 at address 0xac135000 (0x00180000) 
Initialized FADC  1  Slot #  4 at address 0xac1b5000 (0x00200000) 
Initialized FADC  2  Slot #  5 at address 0xac235000 (0x00280000) 
Initialized FADC  3  Slot #  6 at address 0xac2b5000 (0x00300000) 
Initialized FADC  4  Slot #  7 at address 0xac335000 (0x00380000) 
Initialized FADC  5  Slot #  8 at address 0xac3b5000 (0x00400000) 
Initialized FADC  6  Slot #  9 at address 0xac435000 (0x00480000) 
Initialized FADC  7  Slot # 10 at address 0xac4b5000 (0x00500000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x580000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x600000
Initialized FADC  8  Slot # 13 at address 0xac635000 (0x00680000) 
Initialized FADC  9  Slot # 14 at address 0xac6b5000 (0x00700000) 
Initialized FADC 10  Slot # 15 at address 0xac735000 (0x00780000) 
Initialized FADC 11  Slot # 16 at address 0xac7b5000 (0x00800000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x880000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x900000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x980000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0xa00000
faInit: Enabling FADC Internal Clock, and VXS Triggers (VXS Sync Reset)
faInit: 12 FADC(s) successfully initialized
fadc250Config: nfadc=12
fadc250InitGlobals reached

NOTE: use EXPID=>clasdev< from environment

ReadConfigFile: Using configuration file >/usr/clas12/release/1.3.2/parms/fadc250/adcpcal5.cnf<

ReadConfigFile: crate = all  host = adcpcal5 - activated

ReadConfigFile: crate = end  host = adcpcal5 - disactivated


fadc250DownloadAll reached, nfadc=12
faMeasureChannelPedestal: slot 3, chan 0 => avg 110.836, rms  1.256, min 107, max 115
faMeasureChannelPedestal: slot 3, chan 1 => avg 102.637, rms  1.273, min 98, max 107
faMeasureChannelPedestal: slot 3, chan 2 => avg 114.838, rms  1.181, min 111, max 120
faMeasureChannelPedestal: slot 3, chan 3 => avg 108.214, rms  1.185, min 104, max 113
faMeasureChannelPedestal: slot 3, chan 4 => avg 152.775, rms  1.495, min 147, max 159
faMeasureChannelPedestal: slot 3, chan 5 => avg 112.286, rms  1.436, min 107, max 117
faMeasureChannelPedestal: slot 3, chan 6 => avg 160.313, rms  1.286, min 156, max 165
faMeasureChannelPedestal: slot 3, chan 7 => avg 87.377, rms  1.303, min 83, max 92
faMeasureChannelPedestal: slot 3, chan 8 => avg 99.120, rms  1.240, min 95, max 104
faMeasureChannelPedestal: slot 3, chan 9 => avg 131.821, rms  1.426, min 126, max 137
faMeasureChannelPedestal: slot 3, chan 10 => avg 139.771, rms  1.268, min 135, max 144
faMeasureChannelPedestal: slot 3, chan 11 => avg 103.357, rms  1.251, min 99, max 108
faMeasureChannelPedestal: slot 3, chan 12 => avg 109.849, rms  1.183, min 106, max 114
faMeasureChannelPedestal: slot 3, chan 13 => avg 134.950, rms  1.308, min 130, max 140
faMeasureChannelPedestal: slot 3, chan 14 => avg 76.669, rms  1.190, min 73, max 81
faMeasureChannelPedestal: slot 3, chan 15 => avg 150.499, rms  1.305, min 146, max 155
faMeasureChannelPedestal: slot 4, chan 0 => avg 126.478, rms  1.487, min 121, max 132
faMeasureChannelPedestal: slot 4, chan 1 => avg 93.748, rms  1.306, min 89, max 98
faMeasureChannelPedestal: slot 4, chan 2 => avg 115.781, rms  1.204, min 112, max 120
faMeasureChannelPedestal: slot 4, chan 3 => avg 99.925, rms  1.233, min 95, max 104
faMeasureChannelPedestal: slot 4, chan 4 => avg 88.946, rms  1.314, min 84, max 94
faMeasureChannelPedestal: slot 4, chan 5 => avg 101.022, rms  1.310, min 96, max 106
faMeasureChannelPedestal: slot 4, chan 6 => avg 119.416, rms  1.351, min 115, max 125
faMeasureChannelPedestal: slot 4, chan 7 => avg 114.878, rms  1.291, min 110, max 120
faMeasureChannelPedestal: slot 4, chan 8 => avg 114.702, rms  1.328, min 110, max 120
faMeasureChannelPedestal: slot 4, chan 9 => avg 133.713, rms  1.302, min 129, max 138
faMeasureChannelPedestal: slot 4, chan 10 => avg 134.731, rms  1.308, min 130, max 139
