# WAVEFORM START
#t,AdcData,AdcData
0,105,105
1,103,103
2,103,103
3,102,102
4,104,104
5,107,107
6,106,106
7,103,103
8,105,105
9,103,103
10,106,106
11,103,103
12,103,103
13,105,105
14,104,104
15,105,105
16,104,104
17,102,102
18,105,105
19,104,104
20,103,103
21,105,105
22,100,100
23,105,105
24,102,102
25,103,103
26,103,103
27,102,102
28,105,105
29,103,103
30,103,103
31,104,104
32,103,103
33,102,102
34,105,105
35,102,102
36,106,106
37,106,106
38,103,103
39,106,106
40,103,103
41,103,103
42,105,105
43,102,102
44,105,105
45,103,103
46,102,102
47,106,106
48,103,103
49,105,105
50,104,104
51,104,104
52,103,103
53,103,103
54,102,102
55,104,104
56,103,103
57,102,102
58,103,103
59,105,105
60,103,103
61,104,104
62,103,103
63,104,104
64,105,105
65,102,102
66,103,103
67,103,103
68,104,104
69,105,105
70,103,103
71,106,106
72,103,103
73,103,103
74,103,103
75,102,102
76,105,105
77,103,103
78,101,101
79,104,104
80,104,104
81,101,101
82,100,100
83,104,104
84,104,104
85,104,104
86,103,103
87,102,102
88,106,106
89,103,103
90,104,104
91,104,104
92,104,104
93,104,104
94,104,104
95,102,102
96,103,103
97,104,104
98,104,104
99,103,103
100,103,103
101,103,103
102,102,102
103,103,103
104,103,103
105,103,103
106,104,104
107,103,103
108,103,103
109,103,103
110,104,104
111,102,102
112,103,103
113,104,104
114,105,105
115,105,105
116,104,104
117,105,105
118,104,104
119,103,103
120,101,101
121,105,105
122,105,105
123,103,103
124,104,104
125,103,103
126,103,103
127,103,103
128,104,104
129,106,106
130,104,104
131,99,99
132,103,103
133,104,104
134,104,104
135,103,103
136,102,102
137,104,104
138,103,103
139,106,106
140,104,104
141,105,105
142,104,104
143,103,103
144,104,104
145,105,105
146,101,101
147,104,104
148,103,103
149,101,101
150,102,102
151,102,102
152,106,106
153,105,105
154,100,100
155,106,106
156,103,103
157,102,102
158,104,104
159,102,102
160,102,102
161,103,103
162,103,103
163,102,102
164,104,104
165,103,103
166,104,104
167,103,103
168,104,104
169,105,105
170,102,102
171,104,104
172,104,104
173,103,103
174,107,107
175,103,103
176,105,105
177,103,103
178,102,102
179,103,103
180,104,104
181,105,105
182,103,103
183,101,101
184,103,103
185,104,104
186,104,104
187,103,103
188,104,104
189,104,104
190,104,104
191,102,102
192,104,104
193,104,104
194,102,102
195,103,103
196,104,104
197,104,104
198,106,106
199,103,103
200,104,104
201,103,103
202,104,104
203,102,102
204,105,105
205,102,102
206,104,104
207,104,104
208,104,104
209,105,105
210,104,104
211,103,103
212,104,104
213,103,103
214,105,105
215,103,103
216,104,104
217,103,103
218,104,104
219,102,102
220,106,106
221,104,104
222,102,102
223,105,105
224,105,105
225,102,102
226,105,105
227,102,102
228,105,105
229,103,103
230,103,103
231,104,104
232,104,104
233,102,102
234,103,103
235,105,105
236,103,103
237,105,105
238,102,102
239,104,104
240,104,104
241,104,104
242,104,104
243,103,103
244,104,104
245,105,105
246,102,102
247,105,105
248,104,104
249,102,102
250,105,105
251,105,105
252,106,106
253,107,107
254,132,132
255,255,255
256,304,304
257,314,314
258,235,235
259,181,181
260,203,203
261,175,175
262,124,124
263,135,135
264,123,123
265,109,109
266,110,110
267,108,108
268,109,109
269,108,108
270,106,106
271,107,107
272,105,105
273,106,106
274,107,107
275,105,105
276,108,108
277,103,103
278,106,106
279,108,108
280,104,104
281,108,108
282,111,111
283,134,134
284,156,156
285,161,161
286,149,149
287,136,136
288,134,134
289,133,133
290,115,115
291,114,114
292,114,114
293,112,112
294,104,104
295,107,107
296,108,108
297,107,107
298,106,106
299,105,105
300,105,105
301,106,106
302,105,105
303,106,106
304,104,104
305,105,105
306,105,105
307,106,106
308,104,104
309,107,107
310,106,106
311,110,110
312,117,117
313,121,121
314,119,119
315,116,116
316,114,114
317,114,114
318,109,109
319,109,109
320,107,107
321,105,105
322,106,106
323,104,104
324,105,105
325,104,104
326,106,106
327,102,102
328,104,104
329,106,106
330,104,104
331,105,105
332,103,103
333,103,103
334,103,103
335,103,103
336,103,103
337,107,107
338,104,104
339,105,105
340,109,109
341,109,109
342,107,107
343,109,109
344,105,105
345,106,106
346,106,106
347,105,105
348,108,108
349,105,105
350,105,105
351,105,105
352,104,104
353,104,104
354,105,105
355,107,107
356,104,104
357,102,102
358,105,105
359,106,106
360,105,105
361,102,102
362,104,104
363,103,103
364,104,104
365,103,103
366,103,103
367,105,105
368,102,102
369,105,105
370,103,103
371,102,102
372,105,105
373,106,106
374,103,103
375,104,104
376,104,104
377,107,107
378,104,104
379,103,103
380,105,105
381,107,107
382,104,104
383,104,104
384,103,103
385,102,102
386,103,103
387,102,102
388,103,103
389,104,104
390,104,104
391,104,104
392,103,103
393,104,104
394,104,104
395,103,103
396,104,104
397,104,104
398,102,102
399,105,105
400,101,101
401,104,104
402,105,105
403,101,101
404,105,105
405,100,100
406,105,105
407,108,108
408,100,100
409,105,105
410,104,104
411,103,103
412,108,108
413,100,100
414,105,105
415,108,108
416,100,100
417,104,104
418,104,104
419,101,101
420,106,106
421,101,101
422,102,102
423,106,106
424,101,101
425,106,106
426,107,107
427,101,101
428,108,108
429,103,103
430,103,103
431,109,109
432,101,101
433,104,104
434,103,103
435,101,101
436,105,105
437,105,105
438,105,105
439,103,103
440,102,102
441,104,104
442,104,104
443,101,101
444,108,108
445,104,104
446,105,105
447,106,106
448,101,101
449,105,105
450,104,104
451,103,103
452,104,104
453,104,104
454,101,101
455,107,107
456,102,102
457,103,103
458,105,105
459,102,102
460,107,107
461,104,104
462,105,105
463,105,105
464,104,104
465,100,100
466,103,103
467,107,107
468,103,103
469,103,103
470,102,102
471,105,105
472,102,102
473,105,105
474,103,103
475,101,101
476,104,104
477,104,104
478,105,105
479,103,103
480,103,103
481,105,105
482,101,101
483,101,101
484,105,105
485,102,102
486,104,104
487,103,103
488,104,104
489,104,104
490,103,103
491,105,105
492,102,102
493,104,104
494,103,103
495,103,103
496,103,103
497,103,103
498,103,103
499,103,103
500,103,103
501,105,105
502,105,105
503,104,104
504,103,103
505,105,105
506,104,104
507,104,104
508,104,104
509,102,102
510,104,104
511,105,105
# WAVEFORM END
