
JLAB fadc pedestal measurement on host adcpcal5
----------------------------
Opening CRCSR Window (opened at [0xb6fe0000,0xb7fe0000])
Opening A32 Window (opened at [0xb6fd0000,0xb6fe0000])
Opening A32Blt Window (opened at [0xacfd0000,0xb6fd0000])
Opening A24 Window (opened at [0xabfd0000,0xacfd0000])
Opening A16 Window (opened at [0xabfc0000,0xabfd0000])
jlabgefMapTsi: Tempe Chip Userspace map successful
VME Bus Error IRQ Disabled
vmeBusCreateLockShm: vmeBus shared memory mutex initialized
Initialized FADC  0  Slot #  3 at address 0xac150000 (0x00180000) 
Initialized FADC  1  Slot #  4 at address 0xac1d0000 (0x00200000) 
Initialized FADC  2  Slot #  5 at address 0xac250000 (0x00280000) 
Initialized FADC  3  Slot #  6 at address 0xac2d0000 (0x00300000) 
Initialized FADC  4  Slot #  7 at address 0xac350000 (0x00380000) 
Initialized FADC  5  Slot #  8 at address 0xac3d0000 (0x00400000) 
Initialized FADC  6  Slot #  9 at address 0xac450000 (0x00480000) 
Initialized FADC  7  Slot # 10 at address 0xac4d0000 (0x00500000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x580000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x600000
Initialized FADC  8  Slot # 13 at address 0xac650000 (0x00680000) 
Initialized FADC  9  Slot # 14 at address 0xac6d0000 (0x00700000) 
Initialized FADC 10  Slot # 15 at address 0xac750000 (0x00780000) 
Initialized FADC 11  Slot # 16 at address 0xac7d0000 (0x00800000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x880000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x900000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x980000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0xa00000
faInit: Enabling FADC Internal Clock, and VXS Triggers (VXS Sync Reset)
faInit: 12 FADC(s) successfully initialized
fadc250Config: nfadc=12
fadc250InitGlobals reached

NOTE: use EXPID=>clasdev< from environment

ReadConfigFile: Using configuration file >/usr/clas12/release/1.3.0/parms/fadc250/adcpcal5.cnf<

ReadConfigFile: crate = all  host = adcpcal5 - activated

ReadConfigFile: crate = end  host = adcpcal5 - disactivated


fadc250DownloadAll reached, nfadc=12
faMeasureChannelPedestal: slot 3, chan 0 => avg 116.373, rms  1.251, min 112, max 121
faMeasureChannelPedestal: slot 3, chan 1 => avg 111.959, rms  1.224, min 108, max 116
faMeasureChannelPedestal: slot 3, chan 2 => avg 123.770, rms  1.247, min 120, max 128
faMeasureChannelPedestal: slot 3, chan 3 => avg 114.415, rms  1.209, min 110, max 118
faMeasureChannelPedestal: slot 3, chan 4 => avg 158.959, rms  1.395, min 154, max 164
faMeasureChannelPedestal: slot 3, chan 5 => avg 118.365, rms  1.494, min 113, max 124
faMeasureChannelPedestal: slot 3, chan 6 => avg 167.568, rms  1.286, min 163, max 173
faMeasureChannelPedestal: slot 3, chan 7 => avg 92.984, rms  1.346, min 88, max 99
faMeasureChannelPedestal: slot 3, chan 8 => avg 108.621, rms  1.232, min 104, max 113
faMeasureChannelPedestal: slot 3, chan 9 => avg 136.452, rms  1.379, min 132, max 142
faMeasureChannelPedestal: slot 3, chan 10 => avg 143.950, rms  1.303, min 139, max 148
faMeasureChannelPedestal: slot 3, chan 11 => avg 110.711, rms  1.217, min 106, max 115
faMeasureChannelPedestal: slot 3, chan 12 => avg 115.659, rms  1.149, min 111, max 120
faMeasureChannelPedestal: slot 3, chan 13 => avg 141.221, rms  1.288, min 136, max 145
faMeasureChannelPedestal: slot 3, chan 14 => avg 84.915, rms  1.157, min 81, max 89
faMeasureChannelPedestal: slot 3, chan 15 => avg 156.955, rms  1.231, min 153, max 162
faMeasureChannelPedestal: slot 4, chan 0 => avg 129.331, rms  1.400, min 125, max 134
faMeasureChannelPedestal: slot 4, chan 1 => avg 101.535, rms  1.130, min 97, max 106
faMeasureChannelPedestal: slot 4, chan 2 => avg 120.805, rms  1.212, min 117, max 125
faMeasureChannelPedestal: slot 4, chan 3 => avg 104.621, rms  1.260, min 100, max 109
faMeasureChannelPedestal: slot 4, chan 4 => avg 94.057, rms  1.239, min 89, max 98
faMeasureChannelPedestal: slot 4, chan 5 => avg 106.927, rms  1.308, min 103, max 112
faMeasureChannelPedestal: slot 4, chan 6 => avg 126.307, rms  1.504, min 121, max 132
faMeasureChannelPedestal: slot 4, chan 7 => avg 120.403, rms  1.375, min 116, max 125
faMeasureChannelPedestal: slot 4, chan 8 => avg 119.946, rms  1.313, min 115, max 124
faMeasureChannelPedestal: slot 4, chan 9 => avg 140.585, rms  1.315, min 135, max 145
faMeasureChannelPedestal: slot 4, chan 10 => avg 140.617, rms  1.335, min 136, max 145
faMeasureChannelPedestal: slot 4, chan 11 => avg 77.723, rms  1.185, min 73, max 82
faMeasureChannelPedestal: slot 4, chan 12 => avg 133.693, rms  1.390, min 129, max 138
faMeasureChannelPedestal: slot 4, chan 13 => avg 119.441, rms  1.253, min 115, max 124
faMeasureChannelPedestal: slot 4, chan 14 => avg 119.096, rms  1.125, min 115, max 123
faMeasureChannelPedestal: slot 4, chan 15 => avg 129.704, rms  1.221, min 125, max 134
faMeasureChannelPedestal: slot 5, chan 0 => avg 64.850, rms  1.228, min 61, max 69
faMeasureChannelPedestal: slot 5, chan 1 => avg 110.542, rms  1.219, min 106, max 114
faMeasureChannelPedestal: slot 5, chan 2 => avg 79.592, rms  1.184, min 76, max 84
faMeasureChannelPedestal: slot 5, chan 3 => avg 101.568, rms  1.204, min 98, max 106
faMeasureChannelPedestal: slot 5, chan 4 => avg 78.543, rms  1.307, min 73, max 83
faMeasureChannelPedestal: slot 5, chan 5 => avg 115.302, rms  1.340, min 111, max 120
faMeasureChannelPedestal: slot 5, chan 6 => avg 96.357, rms  1.291, min 92, max 102
faMeasureChannelPedestal: slot 5, chan 7 => avg 125.376, rms  1.382, min 121, max 130
faMeasureChannelPedestal: slot 5, chan 8 => avg 95.356, rms  1.314, min 91, max 100
faMeasureChannelPedestal: slot 5, chan 9 => avg 103.024, rms  1.338, min 99, max 108
faMeasureChannelPedestal: slot 5, chan 10 => avg 123.248, rms  1.346, min 118, max 128
faMeasureChannelPedestal: slot 5, chan 11 => avg 88.793, rms  1.155, min 85, max 93
faMeasureChannelPedestal: slot 5, chan 12 => avg 147.859, rms  1.296, min 143, max 153
faMeasureChannelPedestal: slot 5, chan 13 => avg 114.522, rms  1.171, min 111, max 118
faMeasureChannelPedestal: slot 5, chan 14 => avg 108.186, rms  1.198, min 104, max 113
faMeasureChannelPedestal: slot 5, chan 15 => avg 97.207, rms  1.164, min 93, max 101
