
JLAB fadc pedestal measurement on host adcpcal4
----------------------------
Opening CRCSR Window (opened at [0xb6f5a000,0xb7f5a000])
Opening A32 Window (opened at [0xb6f4a000,0xb6f5a000])
Opening A32Blt Window (opened at [0xacf4a000,0xb6f4a000])
Opening A24 Window (opened at [0xabf4a000,0xacf4a000])
Opening A16 Window (opened at [0xabf3a000,0xabf4a000])
jlabgefMapTsi: Tempe Chip Userspace map successful
VME Bus Error IRQ Disabled
vmeBusCreateLockShm: vmeBus shared memory mutex initialized
Initialized FADC  0  Slot #  3 at address 0xac0ca000 (0x00180000) 
Initialized FADC  1  Slot #  4 at address 0xac14a000 (0x00200000) 
Initialized FADC  2  Slot #  5 at address 0xac1ca000 (0x00280000) 
Initialized FADC  3  Slot #  6 at address 0xac24a000 (0x00300000) 
Initialized FADC  4  Slot #  7 at address 0xac2ca000 (0x00380000) 
Initialized FADC  5  Slot #  8 at address 0xac34a000 (0x00400000) 
Initialized FADC  6  Slot #  9 at address 0xac3ca000 (0x00480000) 
Initialized FADC  7  Slot # 10 at address 0xac44a000 (0x00500000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x580000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x600000
Initialized FADC  8  Slot # 13 at address 0xac5ca000 (0x00680000) 
Initialized FADC  9  Slot # 14 at address 0xac64a000 (0x00700000) 
Initialized FADC 10  Slot # 15 at address 0xac6ca000 (0x00780000) 
Initialized FADC 11  Slot # 16 at address 0xac74a000 (0x00800000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x880000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x900000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x980000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0xa00000
faInit: Enabling FADC Internal Clock, and VXS Triggers (VXS Sync Reset)
faInit: 12 FADC(s) successfully initialized
fadc250Config: nfadc=12
fadc250InitGlobals reached

NOTE: use EXPID=>clasdev< from environment

ReadConfigFile: Using configuration file >/usr/clas12/release/1.3.0/parms/fadc250/adcpcal4.cnf<

ReadConfigFile: crate = all  host = adcpcal4 - activated

ReadConfigFile: crate = end  host = adcpcal4 - disactivated


fadc250DownloadAll reached, nfadc=12
faMeasureChannelPedestal: slot 3, chan 0 => avg 93.410, rms  1.231, min 89, max 98
faMeasureChannelPedestal: slot 3, chan 1 => avg 98.169, rms  1.227, min 93, max 103
faMeasureChannelPedestal: slot 3, chan 2 => avg 116.310, rms  1.273, min 111, max 121
faMeasureChannelPedestal: slot 3, chan 3 => avg 116.770, rms  1.138, min 112, max 121
faMeasureChannelPedestal: slot 3, chan 4 => avg 95.619, rms  1.233, min 91, max 100
faMeasureChannelPedestal: slot 3, chan 5 => avg 106.129, rms  1.338, min 101, max 110
faMeasureChannelPedestal: slot 3, chan 6 => avg 123.586, rms  1.287, min 118, max 128
faMeasureChannelPedestal: slot 3, chan 7 => avg 124.542, rms  1.309, min 120, max 129
faMeasureChannelPedestal: slot 3, chan 8 => avg 146.450, rms  1.375, min 142, max 151
faMeasureChannelPedestal: slot 3, chan 9 => avg 94.902, rms  1.271, min 91, max 100
faMeasureChannelPedestal: slot 3, chan 10 => avg 128.912, rms  1.228, min 124, max 133
faMeasureChannelPedestal: slot 3, chan 11 => avg 83.580, rms  1.184, min 79, max 87
faMeasureChannelPedestal: slot 3, chan 12 => avg 88.446, rms  1.255, min 83, max 93
faMeasureChannelPedestal: slot 3, chan 13 => avg 107.622, rms  1.211, min 103, max 113
faMeasureChannelPedestal: slot 3, chan 14 => avg 105.908, rms  1.140, min 102, max 110
faMeasureChannelPedestal: slot 3, chan 15 => avg 80.833, rms  1.173, min 76, max 86
faMeasureChannelPedestal: slot 4, chan 0 => avg 136.138, rms  1.324, min 131, max 141
faMeasureChannelPedestal: slot 4, chan 1 => avg 119.830, rms  1.265, min 116, max 125
faMeasureChannelPedestal: slot 4, chan 2 => avg 91.239, rms  1.200, min 87, max 96
faMeasureChannelPedestal: slot 4, chan 3 => avg 105.963, rms  1.186, min 101, max 110
faMeasureChannelPedestal: slot 4, chan 4 => avg 109.372, rms  1.283, min 105, max 114
faMeasureChannelPedestal: slot 4, chan 5 => avg 120.295, rms  1.230, min 116, max 125
faMeasureChannelPedestal: slot 4, chan 6 => avg 114.973, rms  1.271, min 110, max 119
faMeasureChannelPedestal: slot 4, chan 7 => avg 109.347, rms  1.304, min 104, max 115
faMeasureChannelPedestal: slot 4, chan 8 => avg 134.038, rms  1.253, min 130, max 138
faMeasureChannelPedestal: slot 4, chan 9 => avg 141.876, rms  1.409, min 137, max 147
faMeasureChannelPedestal: slot 4, chan 10 => avg 68.467, rms  1.270, min 64, max 73
