
JLAB fadc pedestal measurement on host adcecal2
----------------------------
Opening CRCSR Window (opened at [0xb6fb5000,0xb7fb5000])
Opening A32 Window (opened at [0xb6fa5000,0xb6fb5000])
Opening A32Blt Window (opened at [0xacfa5000,0xb6fa5000])
Opening A24 Window (opened at [0xabfa5000,0xacfa5000])
Opening A16 Window (opened at [0xabf95000,0xabfa5000])
jlabgefMapTsi: Tempe Chip Userspace map successful
VME Bus Error IRQ Disabled
vmeBusCreateLockShm: vmeBus shared memory mutex initialized
Initialized FADC  0  Slot #  3 at address 0xac125000 (0x00180000) 
Initialized FADC  1  Slot #  4 at address 0xac1a5000 (0x00200000) 
Initialized FADC  2  Slot #  5 at address 0xac225000 (0x00280000) 
Initialized FADC  3  Slot #  6 at address 0xac2a5000 (0x00300000) 
Initialized FADC  4  Slot #  7 at address 0xac325000 (0x00380000) 
Initialized FADC  5  Slot #  8 at address 0xac3a5000 (0x00400000) 
Initialized FADC  6  Slot #  9 at address 0xac425000 (0x00480000) 
Initialized FADC  7  Slot # 10 at address 0xac4a5000 (0x00500000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x580000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x600000
Initialized FADC  8  Slot # 13 at address 0xac625000 (0x00680000) 
Initialized FADC  9  Slot # 14 at address 0xac6a5000 (0x00700000) 
Initialized FADC 10  Slot # 15 at address 0xac725000 (0x00780000) 
Initialized FADC 11  Slot # 16 at address 0xac7a5000 (0x00800000) 
Initialized FADC 12  Slot # 17 at address 0xac825000 (0x00880000) 
Initialized FADC 13  Slot # 18 at address 0xac8a5000 (0x00900000) 
Initialized FADC 14  Slot # 19 at address 0xac925000 (0x00980000) 
Initialized FADC 15  Slot # 20 at address 0xac9a5000 (0x00a00000) 
faInit: Enabling FADC Internal Clock, and VXS Triggers (VXS Sync Reset)
faInit: 16 FADC(s) successfully initialized
fadc250Config: nfadc=16
fadc250InitGlobals reached

NOTE: use EXPID=>clasdev< from environment

ReadConfigFile: Using configuration file >/usr/clas12/release/1.3.0/parms/fadc250/adcecal2.cnf<

ReadConfigFile: crate = all  host = adcecal2 - activated

ReadConfigFile: crate = end  host = adcecal2 - disactivated


fadc250DownloadAll reached, nfadc=16
faMeasureChannelPedestal: slot 3, chan 0 => avg 116.820, rms  1.173, min 113, max 121
faMeasureChannelPedestal: slot 3, chan 1 => avg 109.434, rms  1.222, min 105, max 115
faMeasureChannelPedestal: slot 3, chan 2 => avg 95.715, rms  1.175, min 92, max 101
faMeasureChannelPedestal: slot 3, chan 3 => avg 121.872, rms  1.236, min 117, max 128
faMeasureChannelPedestal: slot 3, chan 4 => avg 84.323, rms  1.254, min 80, max 89
faMeasureChannelPedestal: slot 3, chan 5 => avg 142.964, rms  1.478, min 138, max 148
faMeasureChannelPedestal: slot 3, chan 6 => avg 160.862, rms  1.399, min 156, max 167
faMeasureChannelPedestal: slot 3, chan 7 => avg 102.520, rms  1.317, min 98, max 107
faMeasureChannelPedestal: slot 3, chan 8 => avg 130.249, rms  1.339, min 125, max 134
faMeasureChannelPedestal: slot 3, chan 9 => avg 121.787, rms  1.299, min 117, max 126
faMeasureChannelPedestal: slot 3, chan 10 => avg 149.641, rms  1.357, min 145, max 155
faMeasureChannelPedestal: slot 3, chan 11 => avg 155.264, rms  1.246, min 151, max 160
faMeasureChannelPedestal: slot 3, chan 12 => avg 140.040, rms  1.242, min 135, max 145
faMeasureChannelPedestal: slot 3, chan 13 => avg 118.912, rms  1.159, min 115, max 123
faMeasureChannelPedestal: slot 3, chan 14 => avg 152.451, rms  1.355, min 148, max 157
faMeasureChannelPedestal: slot 3, chan 15 => avg 109.471, rms  1.112, min 106, max 113
faMeasureChannelPedestal: slot 4, chan 0 => avg 75.190, rms  1.171, min 71, max 79
faMeasureChannelPedestal: slot 4, chan 1 => avg 81.189, rms  1.225, min 76, max 86
faMeasureChannelPedestal: slot 4, chan 2 => avg 81.468, rms  1.175, min 77, max 86
faMeasureChannelPedestal: slot 4, chan 3 => avg 76.943, rms  1.145, min 73, max 81
faMeasureChannelPedestal: slot 4, chan 4 => avg 138.671, rms  1.422, min 134, max 143
faMeasureChannelPedestal: slot 4, chan 5 => avg 86.658, rms  1.336, min 82, max 91
faMeasureChannelPedestal: slot 4, chan 6 => avg 132.323, rms  1.222, min 128, max 137
faMeasureChannelPedestal: slot 4, chan 7 => avg 82.822, rms  1.300, min 78, max 87
faMeasureChannelPedestal: slot 4, chan 8 => avg 84.398, rms  1.252, min 80, max 89
faMeasureChannelPedestal: slot 4, chan 9 => avg 118.941, rms  1.319, min 114, max 124
faMeasureChannelPedestal: slot 4, chan 10 => avg 97.067, rms  1.242, min 93, max 101
faMeasureChannelPedestal: slot 4, chan 11 => avg 66.539, rms  1.142, min 62, max 70
faMeasureChannelPedestal: slot 4, chan 12 => avg 72.605, rms  1.273, min 68, max 77
faMeasureChannelPedestal: slot 4, chan 13 => avg 91.330, rms  1.160, min 87, max 96
faMeasureChannelPedestal: slot 4, chan 14 => avg 110.506, rms  1.178, min 106, max 115
faMeasureChannelPedestal: slot 4, chan 15 => avg 99.784, rms  1.119, min 96, max 103
