
JLAB fadc pedestal measurement on host adcecal4
----------------------------
Opening CRCSR Window (opened at [0xb6f20000,0xb7f20000])
Opening A32 Window (opened at [0xb6f10000,0xb6f20000])
Opening A32Blt Window (opened at [0xacf10000,0xb6f10000])
Opening A24 Window (opened at [0xabf10000,0xacf10000])
Opening A16 Window (opened at [0xabf00000,0xabf10000])
jlabgefMapTsi: Tempe Chip Userspace map successful
VME Bus Error IRQ Disabled
vmeBusCreateLockShm: vmeBus shared memory mutex initialized
Initialized FADC  0  Slot #  3 at address 0xac090000 (0x00180000) 
Initialized FADC  1  Slot #  4 at address 0xac110000 (0x00200000) 
Initialized FADC  2  Slot #  5 at address 0xac190000 (0x00280000) 
Initialized FADC  3  Slot #  6 at address 0xac210000 (0x00300000) 
Initialized FADC  4  Slot #  7 at address 0xac290000 (0x00380000) 
Initialized FADC  5  Slot #  8 at address 0xac310000 (0x00400000) 
Initialized FADC  6  Slot #  9 at address 0xac390000 (0x00480000) 
Initialized FADC  7  Slot # 10 at address 0xac410000 (0x00500000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x580000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x600000
Initialized FADC  8  Slot # 13 at address 0xac590000 (0x00680000) 
Initialized FADC  9  Slot # 14 at address 0xac610000 (0x00700000) 
Initialized FADC 10  Slot # 15 at address 0xac690000 (0x00780000) 
Initialized FADC 11  Slot # 16 at address 0xac710000 (0x00800000) 
Initialized FADC 12  Slot # 17 at address 0xac790000 (0x00880000) 
Initialized FADC 13  Slot # 18 at address 0xac810000 (0x00900000) 
Initialized FADC 14  Slot # 19 at address 0xac890000 (0x00980000) 
Initialized FADC 15  Slot # 20 at address 0xac910000 (0x00a00000) 
faInit: Enabling FADC Internal Clock, and VXS Triggers (VXS Sync Reset)
faInit: 16 FADC(s) successfully initialized
fadc250Config: nfadc=16
fadc250InitGlobals reached

NOTE: use EXPID=>clasdev< from environment

ReadConfigFile: Using configuration file >/usr/clas12/release/1.3.0/parms/fadc250/adcecal4.cnf<

ReadConfigFile: crate = all  host = adcecal4 - activated

ReadConfigFile: crate = end  host = adcecal4 - disactivated


fadc250DownloadAll reached, nfadc=16
faMeasureChannelPedestal: slot 3, chan 0 => avg 115.681, rms  1.147, min 111, max 120
faMeasureChannelPedestal: slot 3, chan 1 => avg 90.551, rms  1.172, min 86, max 95
faMeasureChannelPedestal: slot 3, chan 2 => avg 64.314, rms  1.166, min 60, max 69
faMeasureChannelPedestal: slot 3, chan 3 => avg 76.599, rms  1.202, min 73, max 81
faMeasureChannelPedestal: slot 3, chan 4 => avg 102.096, rms  1.363, min 97, max 107
faMeasureChannelPedestal: slot 3, chan 5 => avg 121.627, rms  1.253, min 117, max 126
faMeasureChannelPedestal: slot 3, chan 6 => avg 98.059, rms  1.250, min 94, max 102
faMeasureChannelPedestal: slot 3, chan 7 => avg 73.715, rms  1.383, min 69, max 79
faMeasureChannelPedestal: slot 3, chan 8 => avg 93.345, rms  1.441, min 88, max 99
faMeasureChannelPedestal: slot 3, chan 9 => avg 118.674, rms  1.320, min 114, max 124
faMeasureChannelPedestal: slot 3, chan 10 => avg 115.850, rms  1.255, min 112, max 120
faMeasureChannelPedestal: slot 3, chan 11 => avg 122.508, rms  1.199, min 118, max 127
faMeasureChannelPedestal: slot 3, chan 12 => avg 104.264, rms  1.163, min 100, max 110
faMeasureChannelPedestal: slot 3, chan 13 => avg 94.115, rms  1.215, min 90, max 98
faMeasureChannelPedestal: slot 3, chan 14 => avg 84.836, rms  1.200, min 81, max 89
faMeasureChannelPedestal: slot 3, chan 15 => avg 80.642, rms  1.167, min 77, max 85
faMeasureChannelPedestal: slot 4, chan 0 => avg 98.338, rms  1.158, min 95, max 103
faMeasureChannelPedestal: slot 4, chan 1 => avg 67.735, rms  1.125, min 64, max 72
faMeasureChannelPedestal: slot 4, chan 2 => avg 61.385, rms  1.181, min 58, max 66
faMeasureChannelPedestal: slot 4, chan 3 => avg 120.671, rms  1.181, min 117, max 124
faMeasureChannelPedestal: slot 4, chan 4 => avg 90.599, rms  1.176, min 87, max 95
faMeasureChannelPedestal: slot 4, chan 5 => avg 105.193, rms  1.291, min 101, max 110
faMeasureChannelPedestal: slot 4, chan 6 => avg 120.687, rms  1.230, min 116, max 125
faMeasureChannelPedestal: slot 4, chan 7 => avg 113.847, rms  1.325, min 109, max 118
faMeasureChannelPedestal: slot 4, chan 8 => avg 105.470, rms  1.334, min 101, max 110
faMeasureChannelPedestal: slot 4, chan 9 => avg 134.389, rms  1.436, min 130, max 139
faMeasureChannelPedestal: slot 4, chan 10 => avg 77.528, rms  1.300, min 73, max 82
faMeasureChannelPedestal: slot 4, chan 11 => avg 135.505, rms  1.315, min 131, max 140
faMeasureChannelPedestal: slot 4, chan 12 => avg 108.682, rms  1.228, min 104, max 113
faMeasureChannelPedestal: slot 4, chan 13 => avg 136.835, rms  1.314, min 131, max 141
faMeasureChannelPedestal: slot 4, chan 14 => avg 74.335, rms  1.132, min 71, max 78
faMeasureChannelPedestal: slot 4, chan 15 => avg 129.340, rms  1.264, min 125, max 133
faMeasureChannelPedestal: slot 5, chan 0 => avg 142.723, rms  1.286, min 138, max 148
faMeasureChannelPedestal: slot 5, chan 1 => avg 108.179, rms  1.209, min 104, max 112
faMeasureChannelPedestal: slot 5, chan 2 => avg 116.334, rms  1.360, min 112, max 121
faMeasureChannelPedestal: slot 5, chan 3 => avg 91.459, rms  1.161, min 88, max 96
faMeasureChannelPedestal: slot 5, chan 4 => avg 148.630, rms  1.485, min 144, max 154
faMeasureChannelPedestal: slot 5, chan 5 => avg 122.419, rms  1.340, min 118, max 128
faMeasureChannelPedestal: slot 5, chan 6 => avg 109.877, rms  1.362, min 106, max 114
faMeasureChannelPedestal: slot 5, chan 7 => avg 124.372, rms  1.410, min 120, max 130
faMeasureChannelPedestal: slot 5, chan 8 => avg 116.558, rms  1.373, min 112, max 121
faMeasureChannelPedestal: slot 5, chan 9 => avg 149.545, rms  1.378, min 144, max 154
faMeasureChannelPedestal: slot 5, chan 10 => avg 127.015, rms  1.284, min 123, max 131
faMeasureChannelPedestal: slot 5, chan 11 => avg 108.754, rms  1.241, min 105, max 114
faMeasureChannelPedestal: slot 5, chan 12 => avg 124.401, rms  1.192, min 120, max 128
faMeasureChannelPedestal: slot 5, chan 13 => avg 107.090, rms  1.134, min 102, max 111
faMeasureChannelPedestal: slot 5, chan 14 => avg 104.319, rms  1.119, min 100, max 109
faMeasureChannelPedestal: slot 5, chan 15 => avg 114.290, rms  1.191, min 110, max 119
