 1038 0x040e 13 18
  784 0x0310 13 19
 1294 0x050e 13 20
  528 0x0210 13 21
 1550 0x060e 13 22
  272 0x0110 13 23
 1806 0x070e 13 24
 1807 0x070f 13 25
  271 0x010f 13 26
 1551 0x060f 13 27
  527 0x020f 13 28
 1295 0x050f 13 29
  783 0x030f 13 30
 1039 0x040f 13 31
 2832 0x0b10 13 32
 2839 0x0b17 13 33
 3087 0x0c0f 13 34
 2583 0x0a17 13 35
 3088 0x0c10 13 36
 2327 0x0917 13 37
 1815 0x0717 13 38
 2071 0x0817 13 39
  525 0x020d 13 40
  269 0x010d 13 41
  781 0x030d 13 42
 1804 0x070c 13 43
 1037 0x040d 13 44
 1548 0x060c 13 45
 1293 0x050d 13 46
 1292 0x050c 13 47
 4885 0x1315 13 48
 3861 0x0f15 13 49
 4629 0x1215 13 50
 3605 0x0e15 13 51
 3344 0x0d10 13 52
 3349 0x0d15 13 53
 3092 0x0c14 13 54
 3093 0x0c15 13 55
 3348 0x0d14 13 56
 4373 0x1115 13 57
 3604 0x0e14 13 58
 4117 0x1015 13 59
 3860 0x0f14 13 60
 4630 0x1216 13 61
 4116 0x1014 13 62
 4374 0x1116 13 63
 4115 0x1013 12  0
 4625 0x1211 12  1
 5139 0x1413 12  2
 4369 0x1111 12  3
 4370 0x1112 12  4
 5138 0x1412 12  5
 4626 0x1212 12  6
 4882 0x1312 12  7
 3094 0x0c16 12  8
 3343 0x0d0f 12  9
 3350 0x0d16 12 10
 4884 0x1314 12 11
 3606 0x0e16 12 12
 4628 0x1214 12 13
 3862 0x0f16 12 14
 4372 0x1114 12 15
 3598 0x0e0e 12 16
 3859 0x0f13 12 17
 5140 0x1414 12 18
 3603 0x0e13 12 19
 5395 0x1513 12 20
 3347 0x0d13 12 21
 3346 0x0d12 12 22
 4883 0x1313 12 23
 3602 0x0e12 12 24
 4627 0x1213 12 25
 3858 0x0f12 12 26
 4371 0x1113 12 27
 4114 0x1012 12 28
 3599 0x0e0f 12 29
 4881 0x1311 12 30
 3600 0x0e10 12 31
 5904 0x1710 12 32
 5648 0x1610 12 33
 5905 0x1711 12 34
 4113 0x1011 12 35
 3854 0x0f0e 12 36
 3857 0x0f11 12 37
 3855 0x0f0f 12 38
 3601 0x0e11 12 39
 4110 0x100e 12 40
 3345 0x0d11 12 41
 4111 0x100f 12 42
 5649 0x1611 12 43
 5135 0x140f 12 44
 5393 0x1511 12 45
 5391 0x150f 12 46
 4624 0x1210 12 47
 4880 0x1310 12 48
 4368 0x1110 12 49
 3856 0x0f10 12 50
 5137 0x1411 12 51
 5392 0x1510 12 52
 5650 0x1612 12 53
 5647 0x160f 12 54
 5394 0x1512 12 55
 4623 0x120f 12 56
 4879 0x130f 12 57
 4365 0x110d 12 58
 4112 0x1010 12 59
 4621 0x120d 12 60
 5136 0x1410 12 61
 5133 0x140d 12 62
 5390 0x150e 12 63
 5389 0x150d 11  0
 5134 0x140e 11  1
 5645 0x160d 11  2
 4878 0x130e 11  3
 5901 0x170d 11  4
 4622 0x120e 11  5
 4367 0x110f 11  6
 4366 0x110e 11  7
 5902 0x170e 11  8
 5646 0x160e 11  9
 4375 0x1117 11 16
 4119 0x1017 11 17
 4118 0x1016 11 18
 3863 0x0f17 11 19
 3351 0x0d17 11 20
 5903 0x170f 11 21
 3607 0x0e17 11 22
 3095 0x0c17 11 23
 4876 0x130c 11 24
 4620 0x120c 11 25
 3853 0x0f0d 11 26
 4364 0x110c 11 27
 4109 0x100d 11 28
 4108 0x100c 11 29
 4877 0x130d 11 30
 3852 0x0f0c 11 31
 4104 0x1008 11 32
 3586 0x0e02 11 33
 4105 0x1009 11 34
 3842 0x0f02 11 35
 4100 0x1004 11 36
 3336 0x0d08 11 37
 4867 0x1303 11 38
 3337 0x0d09 11 39
 4611 0x1203 11 40
 3592 0x0e08 11 41
 4355 0x1103 11 42
 3593 0x0e09 11 43
 3851 0x0f0b 11 44
 4098 0x1002 11 45
 3850 0x0f0a 11 46
 4354 0x1102 11 47
 3848 0x0f08 11 48
 4610 0x1202 11 49
 3849 0x0f09 11 50
 4099 0x1003 11 51
 3843 0x0f03 11 52
 3075 0x0c03 11 53
 3587 0x0e03 11 54
 3331 0x0d03 11 55
 5381 0x1505 11 56
 4106 0x100a 11 57
 4363 0x110b 11 58
 4107 0x100b 11 59
 4358 0x1106 11 60
 3076 0x0c04 11 61
 5125 0x1405 11 62
 3332 0x0d04 11 63
 4869 0x1305 10  0
 3588 0x0e04 10  1
 4613 0x1205 10  2
 3844 0x0f04 10  3
 4101 0x1005 10  4
 4356 0x1104 10  5
 3845 0x0f05 10  6
 4612 0x1204 10  7
 3589 0x0e05 10  8
 4868 0x1304 10  9
 3333 0x0d05 10 10
 4357 0x1105 10 11
 4362 0x110a 10 12
 5124 0x1404 10 13
 4360 0x1108 10 14
 4361 0x1109 10 15
 5127 0x1407 10 16
 5382 0x1506 10 17
 4871 0x1307 10 18
 5638 0x1606 10 19
 4615 0x1207 10 20
 3334 0x0d06 10 21
 4103 0x1007 10 22
 3590 0x0e06 10 23
 3847 0x0f07 10 24
 3846 0x0f06 10 25
 3591 0x0e07 10 26
 4102 0x1006 10 27
 3335 0x0d07 10 28
 4614 0x1206 10 29
 4359 0x1107 10 30
 4870 0x1306 10 31
 4875 0x130b 10 32
 4616 0x1208 10 33
 4619 0x120b 10 34
 5383 0x1507 10 35
 5898 0x170a 10 36
 5639 0x1607 10 37
 5642 0x160a 10 38
 5895 0x1707 10 39
 5126 0x1406 10 41
 5386 0x150a 10 48
 4872 0x1308 10 49
 5130 0x140a 10 50
 5128 0x1408 10 51
 4874 0x130a 10 52
 5897 0x1709 10 53
 4618 0x120a 10 54
 5384 0x1508 10 55
 3594 0x0e0a 10 56
 5640 0x1608 10 57
 5641 0x1609 10 58
 5896 0x1708 10 59
 5385 0x1509 10 60
 4617 0x1209 10 61
 5129 0x1409 10 62
 4873 0x1309 10 63
 5899 0x170b  9  0
 5132 0x140c  9  1
 5643 0x160b  9  2
 5388 0x150c  9  3
 5387 0x150b  9  4
 5644 0x160c  9  5
 5131 0x140b  9  6
 5900 0x170c  9  7
 3330 0x0d02  9  8
 3073 0x0c01  9  9
 3074 0x0c02  9 10
 3329 0x0d01  9 11
 4353 0x1101  9 12
 3585 0x0e01  9 13
 4097 0x1001  9 14
 3841 0x0f01  9 15
 2314 0x090a  9 16
 2313 0x0909  9 17
 2819 0x0b03  9 18
 2570 0x0a0a  9 19
 2563 0x0a03  9 20
 1794 0x0702  9 21
 2307 0x0903  9 22
 2315 0x090b  9 23
 2051 0x0803  9 24
 2569 0x0a09  9 25
 1538 0x0602  9 26
 2568 0x0a08  9 27
 1795 0x0703  9 28
 2825 0x0b09  9 29
 1539 0x0603  9 30
 2050 0x0802  9 31
 1283 0x0503  9 32
 2306 0x0902  9 33
 2312 0x0908  9 34
 2562 0x0a02  9 35
 2057 0x0809  9 36
 2818 0x0b02  9 37
 2056 0x0808  9 38
 2058 0x080a  9 39
 1797 0x0705  9 40
  773 0x0305  9 41
 1541 0x0605  9 42
 1029 0x0405  9 43
 1285 0x0505  9 44
 2053 0x0805  9 45
 3077 0x0c05  9 46
 1028 0x0404  9 47
 2821 0x0b05  9 48
 1284 0x0504  9 49
 2565 0x0a05  9 50
 1540 0x0604  9 51
 2309 0x0905  9 52
 1796 0x0704  9 53
 2054 0x0806  9 54
 2052 0x0804  9 55
 1798 0x0706  9 56
 2308 0x0904  9 57
 1542 0x0606  9 58
 2564 0x0a04  9 59
 1286 0x0506  9 60
 2820 0x0b04  9 61
 1030 0x0406  9 62
 2059 0x080b  9 63
 1031 0x0407  8  0
 2822 0x0b06  8  1
  775 0x0307  8  2
 3078 0x0c06  8  3
  519 0x0207  8  4
  518 0x0206  8  5
  263 0x0107  8  6
  774 0x0306  8  7
  521 0x0209  8  8
  777 0x0309  8  9
  265 0x0109  8 10
 1033 0x0409  8 11
 1802 0x070a  8 12
 1289 0x0509  8 13
 1546 0x060a  8 14
 1545 0x0609  8 15
 1290 0x050a  8 16
 1801 0x0709  8 17
 1034 0x040a  8 18
  264 0x0108  8 19
  778 0x030a  8 20
  520 0x0208  8 21
  522 0x020a  8 22
  776 0x0308  8 23
  266 0x010a  8 24
 1032 0x0408  8 25
 1803 0x070b  8 26
 1288 0x0508  8 27
 1547 0x060b  8 28
 1544 0x0608  8 29
 1291 0x050b  8 30
 1800 0x0708  8 31
 1793 0x0701  8 32
 2049 0x0801  8 33
 3080 0x0c08  8 34
 2305 0x0901  8 35
 3081 0x0c09  8 36
 2561 0x0a01  8 37
 2824 0x0b08  8 38
 2817 0x0b01  8 39
 1035 0x040b  8 40
  268 0x010c  8 41
  779 0x030b  8 42
  524 0x020c  8 43
  523 0x020b  8 44
  780 0x030c  8 45
  267 0x010b  8 46
 1036 0x040c  8 47
 2567 0x0a07  8 48
 2311 0x0907  8 49
 2055 0x0807  8 50
 2823 0x0b07  8 51
 1799 0x0707  8 52
 3079 0x0c07  8 53
 1543 0x0607  8 54
 2310 0x0906  8 55
 1287 0x0507  8 56
 2566 0x0a06  8 57
