 2324 0x0914 14  0
 2831 0x0b0f 14  1
 2580 0x0a14 14  2
 2576 0x0a10 14  3
 2836 0x0b14 14  4
 2575 0x0a0f 14  5
 1301 0x0515 14  6
 2838 0x0b16 14  7
 2320 0x0910 14  8
 2582 0x0a16 14  9
 2318 0x090e 14 10
 2326 0x0916 14 11
 2319 0x090f 14 12
 2070 0x0816 14 13
 2574 0x0a0e 14 14
 2317 0x090d 14 15
 1557 0x0615 14 16
 1814 0x0716 14 17
 1813 0x0715 14 18
 2837 0x0b15 14 19
 1558 0x0616 14 20
 2581 0x0a15 14 21
 2069 0x0815 14 22
 2325 0x0915 14 23
  530 0x0212 14 24
 2063 0x080f 14 25
  786 0x0312 14 26
 2062 0x080e 14 27
 1042 0x0412 14 28
 2064 0x0810 14 29
  787 0x0313 14 30
 2316 0x090c 14 31
 1299 0x0513 14 32
 2068 0x0814 14 33
 1555 0x0613 14 34
 1812 0x0714 14 35
 1811 0x0713 14 36
 1556 0x0614 14 37
 2067 0x0813 14 38
 1300 0x0514 14 39
 2323 0x0913 14 40
 1044 0x0414 14 41
 1043 0x0413 14 42
 3091 0x0c13 14 43
 2060 0x080c 14 44
 2835 0x0b13 14 45
 2061 0x080d 14 46
 2579 0x0a13 14 47
  529 0x0211 14 48
 3090 0x0c12 14 49
  785 0x0311 14 50
 2834 0x0b12 14 51
 1041 0x0411 14 52
 2578 0x0a12 14 53
 1297 0x0511 14 54
 2322 0x0912 14 55
 1553 0x0611 14 56
 2066 0x0812 14 57
 1809 0x0711 14 58
 1810 0x0712 14 59
 2065 0x0811 14 60
 1554 0x0612 14 61
 1298 0x0512 14 63
 3089 0x0c11 13  0
 2833 0x0b11 13  1
 2577 0x0a11 13  2
 2321 0x0911 13  3
 1549 0x060d 13  4
  273 0x0111 13  5
 1805 0x070d 13  6
 1808 0x0710 13  7
  270 0x010e 13  8
 1552 0x0610 13  9
  526 0x020e 13 10
 1296 0x0510 13 11
  782 0x030e 13 16
 1040 0x0410 13 17
