###
### Translation table for tdcecal1
### 
###
#bank      sector#  sd1#  sd2#  ind#     tag#  bank#  roc#  slot#  board_type  channel#
ECAL_TDC      1       3    12     0       510    0      1      6     V1190      83
ECAL_TDC      1       3    13     0       510    0      1      6     V1190      84
ECAL_TDC      1       3    14     0       510    0      1      6     V1190      85
ECAL_TDC      1       3    15     0       510    0      1      6     V1190      86
ECAL_TDC      1       3    16     0       510    0      1      6     V1190      87
ECAL_TDC      1       3    17     0       510    0      1      6     V1190      88
ECAL_TDC      1       3    18     0       510    0      1      6     V1190      89
ECAL_TDC      1       3    19     0       510    0      1      6     V1190      90
ECAL_TDC      1       3    20     0       510    0      1      6     V1190      91
ECAL_TDC      1       3    21     0       510    0      1      6     V1190      92
ECAL_TDC      1       3    22     0       510    0      1      6     V1190      93
ECAL_TDC      1       3    23     0       510    0      1      6     V1190      94
ECAL_TDC      1       3    24     0       510    0      1      6     V1190      95
#bank      sector#  sd1#  sd2#  ind#     tag#  bank#  roc#  slot#  board_type  channel#
ECAL_TDC      1       3    25     0       510    0      1      6     V1190      96
ECAL_TDC      1       3    26     0       510    0      1      6     V1190      97
ECAL_TDC      1       3    27     0       510    0      1      6     V1190      98
ECAL_TDC      1       3    28     0       510    0      1      6     V1190      99
ECAL_TDC      1       3    29     0       510    0      1      6     V1190     100
ECAL_TDC      1       3    30     0       510    0      1      6     V1190     101
ECAL_TDC      1       3    31     0       510    0      1      6     V1190     102
ECAL_TDC      1       3    32     0       510    0      1      6     V1190     103
ECAL_TDC      1       3    33     0       510    0      1      6     V1190     104
ECAL_TDC      1       3    34     0       510    0      1      6     V1190     105
ECAL_TDC      1       3    35     0       510    0      1      6     V1190     106
ECAL_TDC      1       3    36     0       510    0      1      6     V1190     107
#
#
#
#bank      sector#  sd1#  sd2#  ind#     tag#  bank#  roc#  slot#  board_type  channel#
ECAL_TDC      1       4     1     0       510    0      1     16     V1190       0
ECAL_TDC      1       4     2     0       510    0      1     16     V1190       1
ECAL_TDC      1       4     3     0       510    0      1     16     V1190       2
ECAL_TDC      1       4     4     0       510    0      1     16     V1190       3
ECAL_TDC      1       4     5     0       510    0      1     16     V1190       4
ECAL_TDC      1       4     6     0       510    0      1     16     V1190       5
ECAL_TDC      1       4     7     0       510    0      1     16     V1190       6
ECAL_TDC      1       4     8     0       510    0      1     16     V1190       7
ECAL_TDC      1       4     9     0       510    0      1     16     V1190       8
ECAL_TDC      1       4    10     0       510    0      1     16     V1190       9
ECAL_TDC      1       4    11     0       510    0      1     16     V1190      10
ECAL_TDC      1       4    12     0       510    0      1     16     V1190      11
ECAL_TDC      1       4    13     0       510    0      1     16     V1190      12
ECAL_TDC      1       4    14     0       510    0      1     16     V1190      13
ECAL_TDC      1       4    15     0       510    0      1     16     V1190      14
ECAL_TDC      1       4    16     0       510    0      1     16     V1190      15
#bank      sector#  sd1#  sd2#  ind#     tag#  bank#  roc#  slot#  board_type  channel#
ECAL_TDC      1       4    17     0       510    0      1     16     V1190      16
ECAL_TDC      1       4    18     0       510    0      1     16     V1190      17
ECAL_TDC      1       4    19     0       510    0      1     16     V1190      18
ECAL_TDC      1       4    20     0       510    0      1     16     V1190      19
ECAL_TDC      1       4    21     0       510    0      1     16     V1190      20
ECAL_TDC      1       4    22     0       510    0      1     16     V1190      21
ECAL_TDC      1       4    23     0       510    0      1     16     V1190      22
ECAL_TDC      1       4    24     0       510    0      1     16     V1190      23
ECAL_TDC      1       4    25     0       510    0      1     16     V1190      24
ECAL_TDC      1       4    26     0       510    0      1     16     V1190      25
ECAL_TDC      1       4    27     0       510    0      1     16     V1190      26
ECAL_TDC      1       4    28     0       510    0      1     16     V1190      27
ECAL_TDC      1       4    29     0       510    0      1     16     V1190      28
ECAL_TDC      1       4    30     0       510    0      1     16     V1190      29
ECAL_TDC      1       4    31     0       510    0      1     16     V1190      30
ECAL_TDC      1       4    32     0       510    0      1     16     V1190      31
#bank      sector#  sd1#  sd2#  ind#     tag#  bank#  roc#  slot#  board_type  channel#
ECAL_TDC      1       4    33     0       510    0      1     16     V1190      32
ECAL_TDC      1       4    34     0       510    0      1     16     V1190      33
ECAL_TDC      1       4    35     0       510    0      1     16     V1190      34
ECAL_TDC      1       4    36     0       510    0      1     16     V1190      35
ECAL_TDC      1       5     1     0       510    0      1     16     V1190      36
ECAL_TDC      1       5     2     0       510    0      1     16     V1190      37
ECAL_TDC      1       5     3     0       510    0      1     16     V1190      38
ECAL_TDC      1       5     4     0       510    0      1     16     V1190      39
ECAL_TDC      1       5     5     0       510    0      1     16     V1190      40
ECAL_TDC      1       5     6     0       510    0      1     16     V1190      41
ECAL_TDC      1       5     7     0       510    0      1     16     V1190      42
ECAL_TDC      1       5     8     0       510    0      1     16     V1190      43
ECAL_TDC      1       5     9     0       510    0      1     16     V1190      44
ECAL_TDC      1       5    10     0       510    0      1     16     V1190      45
ECAL_TDC      1       5    11     0       510    0      1     16     V1190      46
ECAL_TDC      1       5    12     0       510    0      1     16     V1190      47
#bank      sector#  sd1#  sd2#  ind#     tag#  bank#  roc#  slot#  board_type  channel#
ECAL_TDC      1       5    13     0       510    0      1     16     V1190      48
ECAL_TDC      1       5    14     0       510    0      1     16     V1190      49
ECAL_TDC      1       5    15     0       510    0      1     16     V1190      50
ECAL_TDC      1       5    16     0       510    0      1     16     V1190      51
ECAL_TDC      1       5    17     0       510    0      1     16     V1190      52
ECAL_TDC      1       5    18     0       510    0      1     16     V1190      53
ECAL_TDC      1       5    19     0       510    0      1     16     V1190      54
ECAL_TDC      1       5    20     0       510    0      1     16     V1190      55
ECAL_TDC      1       5    21     0       510    0      1     16     V1190      56
ECAL_TDC      1       5    22     0       510    0      1     16     V1190      57
ECAL_TDC      1       5    23     0       510    0      1     16     V1190      58
ECAL_TDC      1       5    24     0       510    0      1     16     V1190      59
ECAL_TDC      1       5    25     0       510    0      1     16     V1190      60
ECAL_TDC      1       5    26     0       510    0      1     16     V1190      61
ECAL_TDC      1       5    27     0       510    0      1     16     V1190      62
ECAL_TDC      1       5    28     0       510    0      1     16     V1190      63
#bank      sector#  sd1#  sd2#  ind#     tag#  bank#  roc#  slot#  board_type  channel#
ECAL_TDC      1       5    29     0       510    0      1     16     V1190      64
ECAL_TDC      1       5    30     0       510    0      1     16     V1190      65
ECAL_TDC      1       5    31     0       510    0      1     16     V1190      66
ECAL_TDC      1       5    32     0       510    0      1     16     V1190      67
ECAL_TDC      1       5    33     0       510    0      1     16     V1190      68
ECAL_TDC      1       5    34     0       510    0      1     16     V1190      69
ECAL_TDC      1       5    35     0       510    0      1     16     V1190      70
ECAL_TDC      1       5    36     0       510    0      1     16     V1190      71
ECAL_TDC      1       6     1     0       510    0      1     16     V1190      72
ECAL_TDC      1       6     2     0       510    0      1     16     V1190      73
ECAL_TDC      1       6     3     0       510    0      1     16     V1190      74
ECAL_TDC      1       6     4     0       510    0      1     16     V1190      75
ECAL_TDC      1       6     5     0       510    0      1     16     V1190      76
ECAL_TDC      1       6     6     0       510    0      1     16     V1190      77
ECAL_TDC      1       6     7     0       510    0      1     16     V1190      78
ECAL_TDC      1       6     8     0       510    0      1     16     V1190      79
#bank      sector#  sd1#  sd2#  ind#     tag#  bank#  roc#  slot#  board_type  channel#
ECAL_TDC      1       6     9     0       510    0      1     16     V1190      80
ECAL_TDC      1       6    10     0       510    0      1     16     V1190      81
ECAL_TDC      1       6    11     0       510    0      1     16     V1190      82
ECAL_TDC      1       6    12     0       510    0      1     16     V1190      83
ECAL_TDC      1       6    13     0       510    0      1     16     V1190      84
ECAL_TDC      1       6    14     0       510    0      1     16     V1190      85
ECAL_TDC      1       6    15     0       510    0      1     16     V1190      86
ECAL_TDC      1       6    16     0       510    0      1     16     V1190      87
ECAL_TDC      1       6    17     0       510    0      1     16     V1190      88
ECAL_TDC      1       6    18     0       510    0      1     16     V1190      89
ECAL_TDC      1       6    19     0       510    0      1     16     V1190      90
ECAL_TDC      1       6    20     0       510    0      1     16     V1190      91
ECAL_TDC      1       6    21     0       510    0      1     16     V1190      92
ECAL_TDC      1       6    22     0       510    0      1     16     V1190      93
ECAL_TDC      1       6    23     0       510    0      1     16     V1190      94
ECAL_TDC      1       6    24     0       510    0      1     16     V1190      95
#bank      sector#  sd1#  sd2#  ind#     tag#  bank#  roc#  slot#  board_type  channel#
ECAL_TDC      1       6    25     0       510    0      1     16     V1190      96
ECAL_TDC      1       6    26     0       510    0      1     16     V1190      97
ECAL_TDC      1       6    27     0       510    0      1     16     V1190      98
ECAL_TDC      1       6    28     0       510    0      1     16     V1190      99
ECAL_TDC      1       6    29     0       510    0      1     16     V1190     100
ECAL_TDC      1       6    30     0       510    0      1     16     V1190     101
ECAL_TDC      1       6    31     0       510    0      1     16     V1190     102
ECAL_TDC      1       6    32     0       510    0      1     16     V1190     103
ECAL_TDC      1       6    33     0       510    0      1     16     V1190     104
ECAL_TDC      1       6    34     0       510    0      1     16     V1190     105
ECAL_TDC      1       6    35     0       510    0      1     16     V1190     106
ECAL_TDC      1       6    36     0       510    0      1     16     V1190     107
