
JLAB fadc pedestal measurement on host adcft3
----------------------------
Opening CRCSR Window (opened at [0xb6fc5000,0xb7fc5000])
Opening A32 Window (opened at [0xb6fb5000,0xb6fc5000])
Opening A32Blt Window (opened at [0xacfb5000,0xb6fb5000])
Opening A24 Window (opened at [0xabfb5000,0xacfb5000])
Opening A16 Window (opened at [0xabfa5000,0xabfb5000])
jlabgefMapTsi: Tempe Chip Userspace map successful
VME Bus Error IRQ Disabled
vmeBusCreateLockShm: vmeBus shared memory mutex initialized
Initialized FADC  0  Slot #  3 at address 0xac135000 (0x00180000) 
Initialized FADC  1  Slot #  4 at address 0xac1b5000 (0x00200000) 
Initialized FADC  2  Slot #  5 at address 0xac235000 (0x00280000) 
Initialized FADC  3  Slot #  6 at address 0xac2b5000 (0x00300000) 
Initialized FADC  4  Slot #  7 at address 0xac335000 (0x00380000) 
Initialized FADC  5  Slot #  8 at address 0xac3b5000 (0x00400000) 
Initialized FADC  6  Slot #  9 at address 0xac435000 (0x00480000) 
Initialized FADC  7  Slot # 10 at address 0xac4b5000 (0x00500000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x580000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x600000
Initialized FADC  8  Slot # 13 at address 0xac635000 (0x00680000) 
Initialized FADC  9  Slot # 14 at address 0xac6b5000 (0x00700000) 
Initialized FADC 10  Slot # 15 at address 0xac735000 (0x00780000) 
Initialized FADC 11  Slot # 16 at address 0xac7b5000 (0x00800000) 
Initialized FADC 12  Slot # 17 at address 0xac835000 (0x00880000) 
Initialized FADC 13  Slot # 18 at address 0xac8b5000 (0x00900000) 
Initialized FADC 14  Slot # 19 at address 0xac935000 (0x00980000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0xa00000
faInit: Enabling FADC Internal Clock, and VXS Triggers (VXS Sync Reset)
faInit: 15 FADC(s) successfully initialized
fadc250Config: nfadc=15
fadc250InitGlobals reached

NOTE: use EXPID=>clasdev< from environment

ReadConfigFile: Using configuration file >/usr/clas12/release/1.3.2/parms/fadc250/adcft3.cnf<

ReadConfigFile: crate = adcft3  host = adcft3 - activated

ReadConfigFile: crate = end  host = adcft3 - disactivated


fadc250DownloadAll reached, nfadc=15
faMeasureChannelPedestal: slot 3, chan 0 => avg 166.062, rms  8.367, min 156, max 215
faMeasureChannelPedestal: slot 3, chan 1 => avg 149.548, rms  4.770, min 141, max 185
faMeasureChannelPedestal: slot 3, chan 2 => avg 190.543, rms  5.185, min 183, max 245
faMeasureChannelPedestal: slot 3, chan 3 => avg 168.467, rms  5.500, min 161, max 206
faMeasureChannelPedestal: slot 3, chan 4 => avg 209.046, rms  5.403, min 201, max 263
faMeasureChannelPedestal: slot 3, chan 5 => avg 240.325, rms  7.812, min 231, max 329
faMeasureChannelPedestal: slot 3, chan 6 => avg 210.335, rms  8.686, min 201, max 272
faMeasureChannelPedestal: slot 3, chan 7 => avg 202.306, rms  7.486, min 192, max 288
faMeasureChannelPedestal: slot 3, chan 8 => avg 181.021, rms  7.036, min 172, max 222
faMeasureChannelPedestal: slot 3, chan 9 => avg 194.507, rms  8.541, min 184, max 261
faMeasureChannelPedestal: slot 3, chan 10 => avg 173.499, rms  7.626, min 164, max 228
faMeasureChannelPedestal: slot 3, chan 11 => avg 168.207, rms  6.653, min 159, max 212
faMeasureChannelPedestal: slot 3, chan 12 => avg 192.150, rms  7.516, min 182, max 258
faMeasureChannelPedestal: slot 3, chan 13 => avg 174.481, rms  7.138, min 166, max 221
faMeasureChannelPedestal: slot 3, chan 14 => avg 195.462, rms  8.569, min 187, max 326
faMeasureChannelPedestal: slot 3, chan 15 => avg 186.672, rms  6.550, min 179, max 225
faMeasureChannelPedestal: slot 4, chan 0 => avg 200.241, rms 14.806, min 186, max 359
faMeasureChannelPedestal: slot 4, chan 1 => avg 271.892, rms  7.793, min 262, max 339
faMeasureChannelPedestal: slot 4, chan 2 => avg 390.028, rms  7.519, min 381, max 449
faMeasureChannelPedestal: slot 4, chan 3 => avg 173.033, rms 10.414, min 161, max 237
faMeasureChannelPedestal: slot 4, chan 4 => avg 199.182, rms  7.730, min 191, max 280
faMeasureChannelPedestal: slot 4, chan 5 => avg 214.549, rms  5.252, min 207, max 258
faMeasureChannelPedestal: slot 4, chan 6 => avg 197.779, rms  7.091, min 190, max 251
faMeasureChannelPedestal: slot 4, chan 7 => avg 207.590, rms  9.985, min 198, max 318
faMeasureChannelPedestal: slot 4, chan 8 => avg 189.453, rms  5.423, min 182, max 234
faMeasureChannelPedestal: slot 4, chan 9 => avg 168.398, rms  7.488, min 160, max 233
faMeasureChannelPedestal: slot 4, chan 10 => avg 224.883, rms  6.837, min 215, max 270
faMeasureChannelPedestal: slot 4, chan 11 => avg 196.254, rms  8.135, min 185, max 260
faMeasureChannelPedestal: slot 4, chan 12 => avg 170.136, rms 15.617, min 155, max 332
faMeasureChannelPedestal: slot 4, chan 13 => avg 200.945, rms  5.314, min 195, max 249
faMeasureChannelPedestal: slot 4, chan 14 => avg 178.407, rms  9.733, min 170, max 290
faMeasureChannelPedestal: slot 4, chan 15 => avg 220.572, rms  4.447, min 215, max 259
faMeasureChannelPedestal: slot 5, chan 0 => avg 208.891, rms  6.279, min 202, max 273
faMeasureChannelPedestal: slot 5, chan 1 => avg 186.090, rms  8.073, min 177, max 246
faMeasureChannelPedestal: slot 5, chan 2 => avg 224.975, rms  6.819, min 216, max 271
faMeasureChannelPedestal: slot 5, chan 3 => avg 194.945, rms  6.582, min 188, max 246
