
JLAB fadc pedestal measurement on host adcft2
----------------------------
Opening CRCSR Window (opened at [0xb6f99000,0xb7f99000])
Opening A32 Window (opened at [0xb6f89000,0xb6f99000])
Opening A32Blt Window (opened at [0xacf89000,0xb6f89000])
Opening A24 Window (opened at [0xabf89000,0xacf89000])
Opening A16 Window (opened at [0xabf79000,0xabf89000])
jlabgefMapTsi: Tempe Chip Userspace map successful
VME Bus Error IRQ Disabled
vmeBusCreateLockShm: vmeBus shared memory mutex initialized
Initialized FADC  0  Slot #  3 at address 0xac109000 (0x00180000) 
Initialized FADC  1  Slot #  4 at address 0xac189000 (0x00200000) 
Initialized FADC  2  Slot #  5 at address 0xac209000 (0x00280000) 
Initialized FADC  3  Slot #  6 at address 0xac289000 (0x00300000) 
Initialized FADC  4  Slot #  7 at address 0xac309000 (0x00380000) 
Initialized FADC  5  Slot #  8 at address 0xac389000 (0x00400000) 
Initialized FADC  6  Slot #  9 at address 0xac409000 (0x00480000) 
Initialized FADC  7  Slot # 10 at address 0xac489000 (0x00500000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x580000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x600000
Initialized FADC  8  Slot # 13 at address 0xac609000 (0x00680000) 
Initialized FADC  9  Slot # 14 at address 0xac689000 (0x00700000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x780000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x800000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x880000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x900000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x980000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0xa00000
faInit: Enabling FADC Internal Clock, and VXS Triggers (VXS Sync Reset)
faInit: 10 FADC(s) successfully initialized
fadc250Config: nfadc=10
fadc250InitGlobals reached

NOTE: use EXPID=>clasdev< from environment

ReadConfigFile: Using configuration file >/usr/clas12/release/1.3.2/parms/fadc250/adcft2.cnf<

ReadConfigFile: crate = adcft2  host = adcft2 - activated

ReadConfigFile: crate = end  host = adcft2 - disactivated


fadc250DownloadAll reached, nfadc=10
faMeasureChannelPedestal: slot 3, chan 0 => avg 208.964, rms  1.995, min 202, max 216
faMeasureChannelPedestal: slot 3, chan 1 => avg 181.502, rms  2.024, min 174, max 188
faMeasureChannelPedestal: slot 3, chan 2 => avg 212.232, rms  1.976, min 206, max 219
faMeasureChannelPedestal: slot 3, chan 3 => avg 186.475, rms  2.045, min 179, max 195
faMeasureChannelPedestal: slot 3, chan 4 => avg 211.487, rms  2.076, min 204, max 219
faMeasureChannelPedestal: slot 3, chan 5 => avg 189.010, rms  2.051, min 181, max 196
faMeasureChannelPedestal: slot 3, chan 6 => avg 205.591, rms  2.078, min 199, max 213
faMeasureChannelPedestal: slot 3, chan 7 => avg 183.596, rms  2.112, min 177, max 191
faMeasureChannelPedestal: slot 3, chan 8 => avg 198.057, rms  2.027, min 190, max 207
faMeasureChannelPedestal: slot 3, chan 9 => avg 190.456, rms  1.968, min 183, max 197
faMeasureChannelPedestal: slot 3, chan 10 => avg 196.492, rms  1.972, min 189, max 204
faMeasureChannelPedestal: slot 3, chan 11 => avg 216.314, rms  2.009, min 209, max 224
faMeasureChannelPedestal: slot 3, chan 12 => avg 172.047, rms  2.030, min 165, max 179
faMeasureChannelPedestal: slot 3, chan 13 => avg 199.624, rms  2.012, min 194, max 209
faMeasureChannelPedestal: slot 3, chan 14 => avg 181.604, rms  1.970, min 173, max 188
faMeasureChannelPedestal: slot 3, chan 15 => avg 211.529, rms  1.912, min 205, max 219
faMeasureChannelPedestal: slot 4, chan 0 => avg 208.546, rms  1.975, min 201, max 216
faMeasureChannelPedestal: slot 4, chan 1 => avg 151.666, rms  2.005, min 145, max 159
faMeasureChannelPedestal: slot 4, chan 2 => avg 152.345, rms  2.060, min 146, max 159
faMeasureChannelPedestal: slot 4, chan 3 => avg 165.215, rms  1.944, min 159, max 172
faMeasureChannelPedestal: slot 4, chan 4 => avg 191.748, rms  2.119, min 184, max 200
faMeasureChannelPedestal: slot 4, chan 5 => avg 176.288, rms  2.019, min 169, max 185
faMeasureChannelPedestal: slot 4, chan 6 => avg 182.518, rms  2.053, min 175, max 193
faMeasureChannelPedestal: slot 4, chan 7 => avg 188.534, rms  2.031, min 182, max 196
faMeasureChannelPedestal: slot 4, chan 8 => avg 171.266, rms  2.030, min 164, max 178
faMeasureChannelPedestal: slot 4, chan 9 => avg 202.495, rms  1.962, min 196, max 209
faMeasureChannelPedestal: slot 4, chan 10 => avg 220.815, rms  2.030, min 213, max 229
