
JLAB fadc pedestal measurement on host adcecal4
----------------------------
Opening CRCSR Window (opened at [0xb6f01000,0xb7f01000])
Opening A32 Window (opened at [0xb6ef1000,0xb6f01000])
Opening A32Blt Window (opened at [0xacef1000,0xb6ef1000])
Opening A24 Window (opened at [0xabef1000,0xacef1000])
Opening A16 Window (opened at [0xabee1000,0xabef1000])
jlabgefMapTsi: Tempe Chip Userspace map successful
VME Bus Error IRQ Disabled
vmeBusCreateLockShm: vmeBus shared memory mutex initialized
Initialized FADC  0  Slot #  3 at address 0xac071000 (0x00180000) 
Initialized FADC  1  Slot #  4 at address 0xac0f1000 (0x00200000) 
Initialized FADC  2  Slot #  5 at address 0xac171000 (0x00280000) 
Initialized FADC  3  Slot #  6 at address 0xac1f1000 (0x00300000) 
Initialized FADC  4  Slot #  7 at address 0xac271000 (0x00380000) 
Initialized FADC  5  Slot #  8 at address 0xac2f1000 (0x00400000) 
Initialized FADC  6  Slot #  9 at address 0xac371000 (0x00480000) 
Initialized FADC  7  Slot # 10 at address 0xac3f1000 (0x00500000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x580000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x600000
Initialized FADC  8  Slot # 13 at address 0xac571000 (0x00680000) 
Initialized FADC  9  Slot # 14 at address 0xac5f1000 (0x00700000) 
Initialized FADC 10  Slot # 15 at address 0xac671000 (0x00780000) 
Initialized FADC 11  Slot # 16 at address 0xac6f1000 (0x00800000) 
Initialized FADC 12  Slot # 17 at address 0xac771000 (0x00880000) 
Initialized FADC 13  Slot # 18 at address 0xac7f1000 (0x00900000) 
Initialized FADC 14  Slot # 19 at address 0xac871000 (0x00980000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0xa00000
faInit: Enabling FADC Internal Clock, and VXS Triggers (VXS Sync Reset)
faInit: 15 FADC(s) successfully initialized
fadc250Config: nfadc=15
fadc250InitGlobals reached

NOTE: use EXPID=>clasdev< from environment

ReadConfigFile: Using configuration file >/usr/clas12/release/1.3.2/parms/fadc250/adcecal4.cnf<

ReadConfigFile: crate = all  host = adcecal4 - activated

ReadConfigFile: crate = end  host = adcecal4 - disactivated


fadc250DownloadAll reached, nfadc=15
faMeasureChannelPedestal: slot 3, chan 0 => avg 115.603, rms  1.150, min 111, max 119
faMeasureChannelPedestal: slot 3, chan 1 => avg 90.020, rms  1.182, min 86, max 95
faMeasureChannelPedestal: slot 3, chan 2 => avg 64.028, rms  1.137, min 60, max 69
faMeasureChannelPedestal: slot 3, chan 3 => avg 75.999, rms  1.164, min 72, max 80
faMeasureChannelPedestal: slot 3, chan 4 => avg 101.730, rms  1.377, min 96, max 107
faMeasureChannelPedestal: slot 3, chan 5 => avg 121.818, rms  1.314, min 118, max 127
faMeasureChannelPedestal: slot 3, chan 6 => avg 97.162, rms  1.262, min 93, max 102
faMeasureChannelPedestal: slot 3, chan 7 => avg 74.121, rms  1.438, min 68, max 81
faMeasureChannelPedestal: slot 3, chan 8 => avg 92.820, rms  1.402, min 87, max 99
faMeasureChannelPedestal: slot 3, chan 9 => avg 118.280, rms  1.313, min 114, max 123
faMeasureChannelPedestal: slot 3, chan 10 => avg 116.564, rms  1.265, min 112, max 121
faMeasureChannelPedestal: slot 3, chan 11 => avg 123.195, rms  1.167, min 119, max 127
faMeasureChannelPedestal: slot 3, chan 12 => avg 105.069, rms  1.183, min 101, max 109
faMeasureChannelPedestal: slot 3, chan 13 => avg 94.635, rms  1.197, min 91, max 99
faMeasureChannelPedestal: slot 3, chan 14 => avg 85.807, rms  1.357, min 79, max 95
faMeasureChannelPedestal: slot 3, chan 15 => avg 80.756, rms  1.175, min 77, max 85
faMeasureChannelPedestal: slot 4, chan 0 => avg 96.166, rms  1.271, min 90, max 103
faMeasureChannelPedestal: slot 4, chan 1 => avg 66.904, rms  1.450, min 56, max 80
faMeasureChannelPedestal: slot 4, chan 2 => avg 61.050, rms  1.383, min 47, max 70
faMeasureChannelPedestal: slot 4, chan 3 => avg 119.536, rms  1.194, min 115, max 124
faMeasureChannelPedestal: slot 4, chan 4 => avg 90.210, rms  1.387, min 83, max 98
faMeasureChannelPedestal: slot 4, chan 5 => avg 103.824, rms  1.605, min 94, max 115
faMeasureChannelPedestal: slot 4, chan 6 => avg 120.342, rms  1.410, min 108, max 132
faMeasureChannelPedestal: slot 4, chan 7 => avg 112.707, rms  1.386, min 107, max 118
faMeasureChannelPedestal: slot 4, chan 8 => avg 104.356, rms  1.364, min 99, max 110
faMeasureChannelPedestal: slot 4, chan 9 => avg 134.103, rms  1.474, min 129, max 139
